frame,player_id,status,x_min,y_min,x_max,y_max
8,Player_3,Confirmed,330.1829717781081,309.3316617949435,381.0894550269057,373.26887259252516
8,Player_4,Confirmed,817.9209598926159,260.66803979480187,855.3808490202788,331.4653804269681
8,Player_5,Confirmed,683.8262490520872,138.9755832129556,710.9333750073115,187.53066255140482
8,Player_6,Confirmed,155.00352344412232,200.4451001712082,191.0032560424794,259.8991256754538
8,Player_8,Confirmed,338.45404168498897,116.18181660157349,364.05534328500187,161.835357296421
8,Player_10,Confirmed,591.8682559624525,145.52313265250294,619.7542538006302,200.26545699956912
8,Player_13,Confirmed,480.88865031000626,72.38412929519629,502.6930035743717,109.55573175634868
8,Player_16,Tentative,535.3972,168.79443,565.77924,223.4483
8,Player_17,Tentative,898.3914,191.7102,936.07526,256.35303
9,Player_1,Confirmed,644.9150638916038,338.6264608236569,695.6805230277375,409.6529747655617
9,Player_2,Confirmed,394.8759788206276,119.27346594294876,421.37551065501503,168.7442963389003
9,Player_3,Confirmed,334.5954111113097,308.36573724481246,386.11264273959273,373.0700364004116
9,Player_4,Confirmed,817.8764237294954,261.01939282125795,855.205474194329,331.5694555467984
9,Player_5,Confirmed,692.0158365286726,139.27397942786837,719.2763769102946,188.1557265409802
9,Player_6,Confirmed,161.41833751272614,198.65723284858694,197.67930209711295,259.43878598283374
9,Player_8,Confirmed,346.10017526103854,116.1295763138543,371.6621999535521,161.71307687947424
9,Player_10,Confirmed,598.5141976632265,145.4506583057397,626.6380172765934,200.65984590404884
9,Player_13,Confirmed,489.1832324029444,71.6936502111752,510.929546938338,109.27822681204677
9,Player_17,Confirmed,903.3803623304242,191.92370353384297,941.6943387108204,257.4731722811624
9,Player_18,Tentative,738.8696,94.2083,756.6345,135.624
10,Player_1,Confirmed,650.5777068907795,336.970964193502,700.2110503111918,405.9926378012443
10,Player_2,Confirmed,402.9894380532128,119.08357804005199,429.4451000669765,168.47251017550582
10,Player_3,Confirmed,339.0078504858165,307.3998126946815,391.1358304109747,372.8712002082981
10,Player_4,Confirmed,817.8318875650671,261.37074584771403,855.0300993696867,331.6735306666286
10,Player_5,Confirmed,699.6799444233511,139.80952447136667,726.4684136836684,188.3665042623265
10,Player_6,Confirmed,169.05522557642516,197.81425963165634,205.34954182797375,259.4731058916032
10,Player_8,Confirmed,353.7463088367037,116.07733602613511,379.26905662248674,161.5907964625275
10,Player_10,Confirmed,605.1601393687675,145.37818395897645,633.5217807477893,201.05423480852852
10,Player_13,Confirmed,497.62811229163583,71.43848994402255,519.3683852761935,109.81339184724621
10,Player_17,Confirmed,911.1594004884532,193.44802876748273,948.9320850919803,257.9482987606557
10,Player_19,Tentative,382.27423,330.1233,421.70047,390.7444
10,Player_20,Tentative,748.69714,95.50345,765.7894,136.7507
11,Player_1,Confirmed,655.9006616114649,335.03669235731246,704.4503885144584,402.24179617802105
11,Player_2,Confirmed,413.5313716348742,119.03811759172007,440.34633060536373,169.8841699923707
11,Player_3,Confirmed,343.42028990162845,306.43388814455045,396.15901804105147,372.67236401618453
11,Player_4,Confirmed,817.7873513993311,261.7220988741701,854.8547245463521,331.7776057864588
11,Player_5,Confirmed,706.9719693139609,139.77403222734293,733.9264407034125,188.63190703676273
11,Player_6,Confirmed,176.73917319018497,197.40852349580553,212.9585758515365,259.2170569345114
11,Player_8,Confirmed,367.2744649652461,116.23004600189606,392.80662974712965,162.38387429043706
11,Player_10,Confirmed,611.8060810790757,145.3057096122132,640.405544214218,201.44862371300823
11,Player_13,Confirmed,507.02513471273386,71.12251837197562,528.6458656753127,110.06506471769642
11,Player_17,Confirmed,915.0724253317459,194.10317954700918,952.6676845053806,258.30047938828227
11,Player_21,Tentative,758.4669,96.00682,773.4823,136.6767
11,Player_22,Tentative,620.9404,63.96792,642.2489,97.17382
12,Player_1,Confirmed,660.5376481950268,333.87365185675793,708.2668371869956,400.1280748271751
12,Player_2,Confirmed,423.7060978534914,119.3619994917258,450.07898556884453,169.84457060919823
12,Player_3,Confirmed,347.83272935874555,305.4679635944195,401.1822056298231,372.473527824071
12,Player_4,Confirmed,845.228691758333,258.9407033155674,884.1326382139033,330.4120962740421
12,Player_5,Confirmed,714.0627783043013,139.3442371216085,740.4801386171398,188.3463490510422
12,Player_6,Confirmed,182.3521537537362,197.65904142763804,218.78637431057402,259.19925040045877
12,Player_8,Confirmed,376.2493669265625,116.66057524048757,401.6412391985459,162.47564409425922
12,Player_10,Confirmed,618.4520227941512,145.23323526545,647.2893076758795,201.84301261748797
12,Player_13,Confirmed,515.1488338830194,70.92835568716583,536.8884007655017,110.08495451002798
12,Player_17,Confirmed,918.9854501756137,194.75833032653566,956.403283918206,258.65266001590885
12,Player_23,Tentative,428.85773,308.5746,466.37823,382.4049
13,Player_1,Confirmed,664.027864930532,333.575169890495,710.982668480585,399.7567693822721
13,Player_2,Confirmed,433.35119733369976,119.50397245025022,459.75850388831583,170.18049339351052
13,Player_3,Confirmed,352.2451688571678,304.50203904428844,406.20539317728964,372.27469163195747
13,Player_4,Confirmed,841.1993375448902,260.37938320851185,879.5748821797564,330.3676878902171
13,Player_5,Confirmed,722.1971919565794,139.16657995792292,748.3716510126854,188.42491413497288
13,Player_6,Confirmed,188.340661260591,198.05131212699433,225.0213391014668,259.44270142778055
13,Player_8,Confirmed,385.4394256780986,117.14718245172237,411.1073722751463,163.1287672347989
13,Player_10,Confirmed,630.1660472625287,147.43010294592543,657.6721936900211,201.7594039081765
13,Player_13,Confirmed,525.8483819080865,71.9220085206715,547.7146895094853,111.80598044906793
13,Player_17,Confirmed,922.8984750200565,195.4134811060621,960.1388833304559,259.0048406435354
13,Player_23,Confirmed,428.643201390058,308.26839781121885,469.25501568411676,388.06844261949925
14,Player_1,Confirmed,668.0093296669863,333.459205745658,714.9669006992336,400.8726730218182
14,Player_2,Confirmed,442.18353422665956,120.0288381341354,468.6845272544169,170.41309042500694
14,Player_3,Confirmed,356.6576083968952,303.53611449415746,411.22858068345096,372.07585543984396
14,Player_4,Confirmed,844.6577203816214,261.49181534892494,884.4287256797766,331.04724296687226
14,Player_5,Confirmed,730.3539190602762,138.76906764366254,756.7626768638748,188.9150119437598
14,Player_6,Confirmed,195.3057333127371,199.00444061332348,231.08475492137651,259.3585902646758
14,Player_8,Confirmed,393.93266030405437,117.22984021722246,419.59697314074936,163.2049165872875
14,Player_10,Confirmed,636.9542501640623,147.3430646100876,664.8217639659234,201.78717917261764
14,Player_13,Confirmed,534.2794621030356,71.87717532908766,556.2984971882803,112.03973324855787
14,Player_17,Confirmed,926.8114998650746,196.06863188558856,963.874482742131,259.3570212711619
14,Player_23,Confirmed,431.0600824462613,308.48772298710196,472.07307894125364,388.9304156212345
14,Player_24,Tentative,786.09247,95.791016,804.6652,136.28882
15,Player_1,Confirmed,672.4124955846604,332.2432079639969,720.1755642228865,401.0929901500542
15,Player_2,Confirmed,451.25465585602507,120.73485739537759,477.8544567674963,170.86475687431593
15,Player_3,Confirmed,361.07004797792774,302.5701899440264,416.2517681483071,371.8770192477304
15,Player_4,Confirmed,849.0016036806584,263.87379731837524,889.2111273066203,331.97558907653854
15,Player_5,Confirmed,738.0952232020144,139.23147779065795,764.5728208254066,189.06348657448382
15,Player_6,Confirmed,201.66703457075755,199.02999081718215,237.36595000422014,259.249019487616
15,Player_8,Confirmed,402.42589492992255,117.31249798272256,428.08657400644,163.2810659397761
15,Player_10,Confirmed,643.4917418573343,147.7425419375754,671.8790164184821,202.1016094217408
15,Player_13,Confirmed,542.7105423446455,71.83234213750383,564.8823048204143,112.2734860480478
15,Player_17,Confirmed,930.7245247106677,196.723782665115,967.6100821532308,259.7092018987884
15,Player_23,Confirmed,436.9404262533877,307.7493490376506,475.76271201781003,384.1209303411781
15,Player_25,Tentative,794.58344,95.7753,815.1901,137.26974
16,Player_1,Confirmed,677.1903639199392,330.961278324674,725.004342827132,399.8844643086695
16,Player_2,Confirmed,460.24886079315866,121.30448632980273,486.8260757762898,171.05485046680604
16,Player_3,Confirmed,365.4824876002655,301.60426539389545,421.2749555718582,371.6781830556169
16,Player_4,Confirmed,851.7688062712083,264.4184343767948,891.7415553565477,332.1191603607743
16,Player_5,Confirmed,744.8341214475507,140.39878321742333,771.5088561706917,189.21502491093796
16,Player_6,Confirmed,208.02833581972195,199.05554102104082,243.6471450961198,259.13944871055617
16,Player_8,Confirmed,410.9191295557031,117.39515574822265,436.5761748722183,163.35721529226475
16,Player_10,Confirmed,650.5751269473121,147.90137167884407,679.0421730027681,202.41318531877292
16,Player_13,Confirmed,551.1416226329166,71.78750894592,573.4661124058875,112.50723884753772
16,Player_17,Confirmed,934.6375495568359,197.37893344464146,971.3456815637555,260.06138252641495
16,Player_23,Confirmed,440.60297945277273,307.45765618875174,476.83295845436794,379.2690417989453
16,Player_25,Confirmed,802.2293766392081,96.29230818402733,822.9167800745574,137.81972993085776
17,Player_1,Confirmed,681.9682322680522,329.6793486853511,729.8331214185428,398.6759384672848
17,Player_2,Confirmed,468.95358948695474,121.75303286198923,495.73858071861974,171.88846700434462
17,Player_3,Confirmed,369.8949272639083,300.6383408437644,426.2981429541041,371.47934686350334
17,Player_4,Confirmed,854.5360090264512,264.9630714352144,894.2719832417824,332.2627316450101
17,Player_5,Confirmed,752.5137915662303,141.69868230952244,779.2008423464214,189.5149463106415
17,Player_6,Confirmed,214.38963705963027,199.0810912248995,249.9283401970755,259.0298779334964
17,Player_8,Confirmed,419.412364181396,117.47781351372274,445.0657757380842,163.43336464475337
17,Player_10,Confirmed,658.1855565142183,149.92683479495528,686.1369591998398,203.1916481011674
17,Player_13,Confirmed,559.5727029678485,71.74267575433615,582.0499199446998,112.74099164702764
17,Player_17,Confirmed,938.5505744035793,198.03408422416794,975.0812809737052,260.4135631540415
17,Player_23,Confirmed,443.4099270718601,307.22277390344715,478.795128694258,377.35972879580925
17,Player_25,Confirmed,809.739610467873,97.05134356924165,830.3588281840399,138.03860246460624
18,Player_1,Confirmed,686.7461006289999,328.39741904602823,734.6618999971193,397.4674126259001
18,Player_2,Confirmed,477.37353029930506,122.19621146748521,503.7200192466385,171.9521111895032
18,Player_3,Confirmed,374.3073669688563,299.67241629363343,431.3213302950448,371.28051067138983
18,Player_4,Confirmed,858.2589138605555,265.23020724938397,897.5961609098368,334.2266949679234
18,Player_5,Confirmed,759.990656017719,141.91506139788882,786.6774342318813,189.73082540703422
18,Player_6,Confirmed,215.07029240427872,198.15898627408447,251.24492909060544,261.12483523355166
18,Player_8,Confirmed,427.9055988070013,117.56047127922282,453.55537660403775,163.50951399724198
18,Player_10,Confirmed,665.3356721982581,150.29505850634243,693.284838030204,203.55559812792416
18,Player_13,Confirmed,568.0037833494413,71.69784256275231,590.633727436851,112.97474444651756
18,Player_17,Confirmed,942.4635992508977,198.6892350036944,978.8168803830796,260.7657437816681
18,Player_23,Confirmed,444.87576697517085,306.51931599615955,479.6326023129353,376.68044090998336
18,Player_25,Confirmed,817.9151402498493,98.83471853540624,838.6658598182872,139.3278021502074
19,Player_1,Confirmed,691.5239690027819,327.1154894067053,739.4906785628614,396.2588867845153
19,Player_2,Confirmed,484.5916228260849,122.26832207482394,510.825731174243,172.70777978177395
19,Player_3,Confirmed,378.7198067151094,298.7064917435024,436.3445175946804,371.0816744792763
19,Player_4,Confirmed,860.8943077694333,265.1452377710229,900.3170516191329,336.1386707112508
19,Player_5,Confirmed,766.7190080708267,144.06589063495142,792.8179232153719,190.94907600531616
19,Player_6,Confirmed,219.0244113352012,198.22079655744756,255.07554537149954,261.6297882867248
19,Player_8,Confirmed,436.3988334325189,117.64312904472291,462.0449774700789,163.58566334973062
19,Player_10,Confirmed,672.4857878827646,150.66328221772955,700.4327168601013,203.91954815468085
19,Player_13,Confirmed,576.434863777695,71.65300937116848,599.2175348823413,113.20849724600748
19,Player_17,Confirmed,946.3766240987914,199.34438578322084,982.552479791879,261.11792440929463
19,Player_23,Confirmed,447.3410192284359,306.1897761408054,481.43834758159454,375.0196068785269
19,Player_25,Confirmed,826.4901216212626,100.93078380613072,847.4884429431313,140.94598911032205
20,Player_1,Confirmed,686.6661571833496,329.33361063023,732.0966036848829,395.3622747275509
20,Player_2,Confirmed,493.14814957768647,122.45481457428419,519.403749320964,172.93560607285312
20,Player_3,Confirmed,383.1322465026677,297.7405671933714,441.3677048530108,370.88283828716277
20,Player_4,Confirmed,864.8582035611948,264.9286472125193,904.3522929035817,336.8895972357295
20,Player_5,Confirmed,771.8847547482844,144.46232720237364,797.7192819459452,190.96216546558378
20,Player_6,Confirmed,223.031277972142,199.5354108525961,258.86175032709076,261.9541497555542
20,Player_8,Confirmed,444.892068057949,117.72578681022301,470.53457833620774,163.66181270221924
20,Player_10,Confirmed,679.6359035677381,151.03150592911666,707.5805956895318,204.28349818143758
20,Player_13,Confirmed,584.8659442526098,71.60817617958463,607.8013422811707,113.4422500454974
20,Player_17,Confirmed,950.28964894726,199.99953656274732,986.2880792001033,261.47010503692115
20,Player_23,Confirmed,449.80627143222705,305.8602362854513,483.24409289972783,373.35877284707044
20,Player_25,Confirmed,835.4310466925997,102.64737965025864,856.6827192404032,142.19081968186143
20,Player_26,Tentative,700.84534,66.67326,718.8433,101.72165
21,Player_1,Confirmed,685.6141680257016,328.71684669227636,730.2710708459306,395.4322503894852
21,Player_2,Confirmed,501.70467633482116,122.64130707374443,527.9817674621518,173.16343236393232
21,Player_3,Confirmed,387.5446863315312,296.7746426432404,446.39089207003616,370.6840020950492
21,Player_4,Confirmed,866.6781709655622,265.0431040781567,906.879760371654,336.8557974042135
21,Player_5,Confirmed,777.4186786196665,144.3771595845389,803.2630086076887,191.9592756016162
21,Player_6,Confirmed,227.84457338575757,200.59286914599224,263.36745391041546,262.54650717525647
21,Player_8,Confirmed,453.3853026832914,117.8084445757231,479.02417920242414,163.73796205470785
21,Player_10,Confirmed,686.7860192531782,151.39972964050378,714.7284745184953,204.64744820819428
21,Player_13,Confirmed,593.2970247741854,71.5633429880008,616.3851496333392,113.67600284498732
21,Player_17,Confirmed,954.2026737963039,200.65468734227377,990.0236786077523,261.82228566454773
21,Player_23,Confirmed,452.27152358654416,305.5306964300972,485.04983826733513,371.69793881561395
21,Player_25,Confirmed,844.3807400998493,104.59460687860131,865.6548183937297,143.31783491744807
21,Player_26,Confirmed,707.4523663346308,68.31264390008012,725.0074464076029,102.44560620611692
22,Player_1,Confirmed,687.6276572487278,328.4035396444353,732.4338838079142,395.94761370519785
22,Player_2,Confirmed,510.26120309748904,122.82779957320469,536.5597855978065,173.39125865501148
22,Player_3,Confirmed,391.9571262016998,295.8087180931094,451.4140792457563,370.4851659029357
22,Player_4,Confirmed,866.7022539704362,265.8517663031879,907.594232014683,336.2598384296772
22,Player_5,Confirmed,785.2033221965563,144.32737513008112,810.5131549296391,192.49343747802635
22,Player_6,Confirmed,233.12510098323247,201.75500445393487,267.7043348707967,263.3552840258626
22,Player_8,Confirmed,456.3998905128431,120.6664789105031,481.84892508886105,167.51829371187046
22,Player_10,Confirmed,693.9361349390853,151.76795335189092,721.8763533469921,205.01139823495103
22,Player_13,Confirmed,601.728105342422,71.51850979641696,624.9689569388468,113.90975564447726
22,Player_17,Confirmed,958.1156986459229,201.30983812180023,993.7592780148264,262.17446629217426
22,Player_23,Confirmed,454.73677569138727,305.20115657474304,486.85558368441644,370.0371047841574
22,Player_25,Confirmed,852.3498155775104,105.44694267602637,874.0415207710691,144.39505631314205
22,Player_26,Confirmed,709.0287838005177,68.7029725306312,726.471764952386,102.61797691829995
23,Player_1,Confirmed,688.6130191716293,326.7403360655749,734.80372099033,396.28771667564604
23,Player_2,Confirmed,518.8177298656901,123.01429207266493,545.1378037279278,173.61908494609065
23,Player_3,Confirmed,396.36956611317356,294.84279354297837,456.4372663801713,370.28632971082214
23,Player_4,Confirmed,866.3538033306337,266.55511698989204,907.9728699113084,336.2573887877928
23,Player_5,Confirmed,791.35717779521,144.53270678441345,816.6450829447507,193.85579799633388
23,Player_6,Confirmed,238.40292809062703,202.05440446107156,272.9722379905958,263.63705042600617
23,Player_8,Confirmed,463.1107035361745,121.46035816461344,488.3860072212923,168.0738743522763
23,Player_10,Confirmed,701.0862506254592,152.13617706327804,729.0242321750222,205.37534826170773
23,Player_13,Confirmed,610.1591859573196,71.47367660483313,633.5527641976933,114.14350844396719
23,Player_17,Confirmed,962.028723496117,201.96498890132668,997.4948774213253,262.5266469198008
23,Player_23,Confirmed,425.97598637840184,311.214736636101,454.6680632903156,368.38403771863165
23,Player_25,Confirmed,860.2205000762726,105.76385920534398,882.1869413234288,144.97021440297658
23,Player_26,Confirmed,710.6052012664912,69.09330116118227,727.9360834970822,102.79034763048297
23,Player_27,Tentative,380.27393,342.80542,424.544,392.53006
23,Player_28,Tentative,463.9117,304.42096,498.09384,383.76318
24,Player_1,Confirmed,687.8177693654585,325.36146390032275,733.7998417660046,393.9794729758865
24,Player_2,Confirmed,527.3742566394244,123.20078457212517,553.7158218525161,173.84691123716985
24,Player_3,Confirmed,400.78200606595243,293.8768689928474,461.4604534732811,370.08749351870864
24,Player_4,Confirmed,866.2284030224056,267.99179540084583,908.3863934238343,336.9266580441362
24,Player_5,Confirmed,795.9999223712159,145.1740076038463,820.9329917258316,194.12970237693352
24,Player_6,Confirmed,243.6807551907525,202.35380446820824,278.24014111766394,263.91881682614974
24,Player_8,Confirmed,469.0616158002075,121.87237582692856,494.3635439094687,168.4908240743763
24,Player_10,Confirmed,708.2363663122999,152.50440077466516,736.1721110025853,205.73929828846445
24,Player_13,Confirmed,618.590266618878,71.4288434132493,642.1365714098789,114.37726124345711
24,Player_17,Confirmed,965.9417483468862,202.62013968085313,1001.230476827249,262.87882754742736
24,Player_23,Confirmed,425.8728442560843,310.1372016365024,454.64656913000823,366.36960926196775
24,Player_25,Confirmed,866.546207446307,105.43223362695115,889.0058795290471,145.77178655333245
24,Player_26,Confirmed,712.1816187325516,69.48362979173335,729.4004020416917,102.962718342666
25,Player_1,Confirmed,684.3093570208451,323.79960052749425,730.2425800844464,391.5707908867439
25,Player_2,Confirmed,535.9307834186918,123.38727707158543,562.2938399715712,174.07473752824905
25,Player_3,Confirmed,405.19444606003646,292.91094444271636,466.4836405250858,369.8886573265951
25,Player_4,Confirmed,866.1332036642262,269.1956673875113,908.3999647234749,338.09245337487795
25,Player_5,Confirmed,798.2704819049096,145.50361950110215,823.2434148896857,194.34304818233875
25,Player_6,Confirmed,239.27784653923143,201.6626264983861,272.74199642597284,263.855524634066
25,Player_8,Confirmed,473.53328747357773,122.73842599035136,498.4821477169391,168.7325074247604
25,Player_10,Confirmed,715.3864819996074,152.87262448605227,743.3199898296816,206.10324831522115
25,Player_13,Confirmed,613.8759408804452,76.49986826489746,636.2414152128194,118.35965823443215
25,Player_17,Confirmed,969.8547731982305,203.2752904603796,1004.9660762325976,263.2310081750539
25,Player_23,Confirmed,425.84755023940215,309.8132325944759,455.19723579572593,365.72459109333346
25,Player_25,Confirmed,871.0917732006059,104.88437887852092,894.0062540263183,146.40946358452987
25,Player_26,Confirmed,713.7580361986987,69.87395842228443,730.8647205862145,103.13508905484903
25,Player_29,Tentative,463.45526,302.60382,501.26434,381.244
26,Player_1,Confirmed,679.7813902102343,323.09405970341106,725.0133791778293,390.53134281842216
26,Player_2,Confirmed,522.1258176785925,122.98148556799981,549.4433208414231,176.1148765141084
26,Player_3,Confirmed,452.87993363589067,303.35762903012125,510.0876040561105,379.69303891263576
26,Player_4,Confirmed,867.9741550913933,269.8136141774307,910.1407844276791,338.54708680619245
26,Player_5,Confirmed,799.9179716761744,146.98204645436,823.8667411881762,193.3695409984966
26,Player_6,Confirmed,238.26491272211373,201.2705448565414,271.26927442272364,264.3260252924976
26,Player_8,Confirmed,480.88267319458134,123.14553549068087,505.80949023853333,169.0989961028374
26,Player_10,Confirmed,722.5365976873818,153.24084819743942,750.4678686563111,206.4671983419779
26,Player_13,Confirmed,621.4290738705106,76.78978900541401,643.8955815478536,118.8387019259954
26,Player_17,Confirmed,973.7677980501501,203.93044123990606,1008.7016756373713,263.5831888026804
26,Player_23,Confirmed,422.16079607206615,309.73331507790505,452.52491194327445,365.7321935128014
26,Player_25,Confirmed,873.7178270596969,104.12437947069515,897.1266914002208,146.66230996731505
26,Player_26,Confirmed,715.3344536649327,70.26428705283551,732.3290391306504,103.30745976703207
27,Player_1,Confirmed,672.5027869659898,323.3039001370376,716.1055766490077,390.3201318805918
27,Player_2,Confirmed,528.8382378148146,123.11945933583632,556.278253156639,176.49116386914363
27,Player_3,Confirmed,453.6347621981598,303.51871718563194,509.3054015632956,380.3049638545955
27,Player_4,Confirmed,860.4660907647669,270.1256103040759,900.4209284657945,337.71867300869
27,Player_5,Confirmed,805.5761160842553,147.44682196079094,829.4365461011059,193.66324298459796
27,Player_6,Confirmed,235.2354577713677,201.14778418115253,268.208999476117,264.46145098812724
27,Player_8,Confirmed,488.23205890763813,123.5526449910104,513.1368327680746,169.4654847809144
27,Player_10,Confirmed,729.686713375623,153.60907190882654,757.6157474824737,206.8311483687346
27,Player_13,Confirmed,628.9822069239593,77.07970974593056,651.5497478195041,119.31774561755866
27,Player_17,Confirmed,977.6808229026446,204.5855920194325,1012.4372750415697,263.935369430307
27,Player_23,Confirmed,419.20383133317335,310.06028146587227,450.35755265768387,365.81056114214806
27,Player_25,Confirmed,880.2547688773798,104.68858096022026,903.7926694512109,147.46098439715533
27,Player_26,Confirmed,716.9108711312534,70.6546156833866,733.7933576749996,103.4798304792151
28,Player_1,Confirmed,663.2008883344309,323.41078320475316,705.7225845297463,390.41700687906877
28,Player_2,Confirmed,535.5506580052128,123.25743310367285,563.1131854176789,176.86745122417886
28,Player_3,Confirmed,459.6511263354911,303.197773480284,515.8088051142927,380.6558975306599
28,Player_4,Confirmed,855.2282269209569,269.7549163973932,894.4704066491292,338.05353003469037
28,Player_5,Confirmed,811.2342604247052,147.9115974672219,835.0063510816668,193.9569449706993
